,CSC3062_108_2,CSC3062_109_4,CSC3062_110_4,CSC3062_112_2,CSC3062_113_2,CSC3062_125_4,CSC3062_127_3,CSC3062_130_4,CSC3062_132_4,CSC3062_134_4,CSC3062_138_2,CSC3062_141_2,CSC3062_142_4,CSC3062_145_3,CSC3062_146_4,CSC3062_147_2,CSC3062_148_3,CSC3062_151_4,CSC3062_152_4,CSC3062_153_3,CSC3062_156_2,CSC3062_165_4,CSC3062_166_4,CSC3062_168_2,CSC3062_169_3,CSC3062_17_3,CSC3062_173_4,CSC3062_176_3,CSC3062_178_4,CSC3062_179_4,CSC3062_181_2,CSC3062_183_4,CSC3062_184_3,CSC3062_186_4,CSC3062_187_4,CSC3062_188_3,CSC3062_190_4,CSC3062_199_4,CSC3062_203_4,CSC3062_250_4,CSC3062_254_2,CSC3062_257_4,CSC3062_260_4,CSC3062_261_2,CSC3062_262_4,CSC3062_266_4,CSC3062_283_4,CSC3062_32_2,CSC3062_324_2,CSC3062_326_3,CSC3062_328_2,CSC3062_329_3,CSC3062_33_2,CSC3062_330_3,CSC3062_331_3,CSC3062_335_3,CSC3062_341_2,CSC3062_344_3,CSC3062_347_2,CSC3062_357_4,CSC3062_361_3,CSC3062_363_2,CSC3062_364_2,CSC3062_365_4,CSC3062_366_4,CSC3062_368_4,CSC3062_371_2,CSC3062_373_4,CSC3062_376_4,CSC3062_378_3,CSC3062_379_2,CSC3062_384_3,CSC3062_403_4,CSC3062_406_2,CSC3062_409_1,CSC3062_410_4,CSC3062_411_3,CSC3062_412_4,CSC3062_413_2,CSC3062_416_4,CSC3062_417_1,CSC3062_420_3,CSC3062_422_3,CSC3062_433_3,CSC3062_436_1,CSC3062_437_2,CSC3062_438_4,CSC3062_440_3,CSC3062_441_3,CSC3062_443_4,CSC3062_445_4,CSC3062_457_4,CSC3062_459_3,CSC3062_460_2,CSC3062_465_2,CSC3062_483_2,CSC3062_484_3,CSC3062_486_2,CSC3062_490_3,CSC3062_491_3,CSC3062_496_2,CSC3062_497_2,CSC3062_498_2,CSC3062_499_3,CSC3062_529_4,CSC3062_534_2,CSC3062_536_3,CSC3062_549_2,CSC3062_553_2,CSC3062_554_2,CSC3062_555_2,CSC3062_569_3,CSC3062_580_2,CSC3062_583_4,CSC3062_594_2,CSC3062_608_2,CSC3062_610_3,CSC3062_612_2,CSC3062_615_3,CSC3062_618_3,CSC3062_621_2,CSC3062_625_2,CSC3062_626_3,CSC3062_631_3,CSC3062_632_4,CSC3062_645_2,CSC3062_648_3,CSC3062_649_1,CSC3062_651_2,CSC3062_658_3,CSC3062_662_2,CSC3062_669_3,CSC3062_670_2,CSC3062_671_4,CSC3062_673_2,CSC3062_674_2,CSC3062_676_2,CSC3062_679_3,CSC3062_684_3,CSC3062_690_2,CSC3062_712_2,CSC3062_713_4,CSC3062_715_4,CSC3062_716_4,CSC3062_718_4,CSC3062_719_2,CSC3062_720_2,CSC3062_724_2,CSC3062_730_2,CSC3062_738_2,CSC3062_756_2,CSC3062_759_2,CSC3062_760_3,CSC3062_769_3,CSC3062_783_3,CSC3062_81_2,PNET30200_3,CSC3062_115_1,CSC3062_116_1,CSC3062_258_1,CSC3062_367_1,CSC3062_382_1,CSC3062_707_1,CSC3062_708_1,CSC3062_732_1,CSC3062_757_1,CSC3062_765_1,CSC3062_781_1,CSC3062_831_1,CSC3062_858_1,CSC3062_870_1,CSC3062_171_3,CSC3062_175_3,CSC3062_2_3,CSC3062_269_3,CSC3062_281_3,CSC3062_318_3,CSC3062_325_3,CSC3062_388_3,CSC3062_399_3,CSC3062_41_3,CSC3062_456_3,CSC3062_476_3,CSC3062_521_3,CSC3062_530_3,CSC3062_533_3,CSC3062_568_3,CSC3062_591_3,CSC3062_600_3,CSC3062_629_3,CSC3062_70_3,CSC3062_111_4,CSC3062_118_4,CSC3062_119_4,CSC3062_136_4,CSC3062_140_4,CSC3062_149_4,CSC3062_167_4,CSC3062_172_4,CSC3062_177_4,CSC3062_180_4,CSC3062_185_4,CSC3062_227_4,CSC3062_123_2,CSC3062_128_2,CSC3062_143_2,CSC3062_272_2,CSC3062_278_2,CSC3062_462_2,CSC3062_485_2,CSC3062_487_2,CSC3062_537_2,CSC3062_59_2,CSC3062_619_2,CSC3062_135_1,CSC3062_359_1,CSC3062_93_1,CSC3062_30009_1,CSC3062_30131_1,CSC3062_50080_1
feature_1,0.290874776,0.89080331,0.81032173,0.094939587,0.150149242,0.89433132,0.27512451,0.827973513,0.83451715,0.825536552,0.17092005,0.262970496,0.924676542,0.106464155,0.88794391,,0.376867423,0.67662989,0.790576708,0.144404742,0.070394179,0.90316645,0.337142769,0.483434715,0.190356033,0.231880932,0.83497458,0.371631,0.627323458,0.78870646,,0.71458601,0.098213745,0.676090462,0.842519851,0.416069633,0.768167407,0.556265246,0.67500724,0.753545193,0.195615504,0.904240206,0.91484132,0.54339982,0.81114773,0.854424643,0.90633445,0.116422542,0.15054622,0.639653902,0.266370345,0.676968285,0.129707226,0.65272366,0.527868258,0.362341754,0.505696694,0.540885227,0.1018153,0.59987778,0.273146035,0.192363293,0.135525145,0.693426366,0.670432985,0.68443383,0.25619717,0.845262495,0.446758232,0.52589429,0.121182486,0.23457385,0.864327176,0.665643595,0.321631359,0.879300372,0.572099855,0.739647825,0.284550549,0.788127012,0.15427803,0.58747259,0.478030519,0.453558223,0.56282925,0.384489356,0.89107426,0.275561877,0.35154777,0.706853924,0.8045761,0.866647319,0.18273511,0.197199532,0.149485578,0.232259363,0.602599487,0.09443394,0.43552041,0.54267405,0.231510422,0.33793044,0.06386222,0.153250616,0.667779108,0.13453893,0.51644427,0.149587435,0.231575827,0.226530781,0.206126047,0.49994004,0.04263151,0.89729315,0.153546007,0.1578752,0.170571197,0.056913667,0.73216162,0.278932279,0.18474938,0.419445993,0.83003272,0.59513487,0.86529632,0.369341396,0.549430432,0.10508179,0.165334476,0.11611725,0.155262465,0.29913408,0.185874607,0.615672772,0.051958249,0.154575363,0.283607239,0.45993573,0.400285414,0.209227417,0.141925245,0.657369768,0.71131751,0.89223008,0.607408921,0.275505667,0.309804597,0.229322084,0.309594708,0.248630392,0.328819352,0.105071976,0.270215105,0.140107005,0.243116142,0.406206227,0.47485784,0.13836014,0.36399268,0.09163604,0.19721627,0.16617589,0.25992003,0.17606253,0.08817895,0.153706412,0.28763213,0.10453487,0.13973901,0.20132048,0.12155356,0.339943976,0.704962959,0.077653407,0.373398564,0.036379738,0.046933681,0.143332786,0.241677451,0.536493743,0.368927487,0.581989616,0.412093073,0.433555665,0.082737645,0.307676483,0.369557905,0.746175898,0.713964115,0.119705841,0.770151418,0.911854454,0.903023424,0.799883287,0.750706793,0.927638183,0.88380517,0.92040528,0.905431087,0.889384689,0.866927102,0.836775658,0.868527708,0.480996737,0.824547448,0.294789696,0.309197223,0.105006524,0.120742656,0.219761654,0.159069702,0.086438394,0.121265168,0.341698038,0.29168267,0.056298179,0.290959583,0.202655532,0.035954932,0.243997565
feature_2,0.810257812,0.08627098,0.2441651,0.821881924,0.709218768,0.103017283,0.909203863,0.145577715,0.20381042,0.242565516,0.67114751,0.90213674,0.095046283,0.908232181,0.054752032,0.782061234,0.777941556,0.09785526,0.072135353,0.866945559,0.833198851,0.13117817,0.080386294,0.333545226,0.632780692,0.652843385,0.099162524,0.60947207,0.16081484,0.04960221,0.92711019,0.13678807,0.939277878,0.300907182,0.080322911,0.741222875,0.048984463,0.058316177,0.122517581,0.166666245,0.390806393,0.083305742,0.06236093,0.88689267,0.92884911,0.06708889,0.09668151,0.366566274,0.131753323,0.89603352,0.569827431,0.910904978,0.211395583,0.93142936,0.84404088,0.949272745,0.742609758,0.941654469,0.89226333,0.049545318,0.706132877,0.337412067,0.655332523,0.313353458,0.107259964,0.1937739,0.35192992,0.181241323,0.432210306,0.709076,0.316330289,0.90232314,0.121669178,0.935898012,0.712048112,0.082545631,0.905619675,0.079792338,0.940425652,0.321207227,0.81830704,0.896533381,0.719646215,0.858110808,0.86997413,0.890901095,0.082547725,0.942764103,0.75582089,0.379733352,0.24848605,0.04338081,0.92260672,0.42063339,0.761927624,0.194893642,0.268538756,0.60053526,0.90799919,0.8617347,0.484772157,0.49947721,0.16604912,0.874555586,0.051584524,0.27462719,0.91931977,0.904006348,0.398989873,0.371293575,0.350381102,0.91629682,0.22497981,0.0911512,0.726170723,0.386555033,0.890575936,0.914853915,0.8927665,0.395920562,0.19084442,0.816374658,0.27385929,0.8840104,0.26741739,0.853931804,0.756491666,0.8244959,0.457894303,0.90436966,0.372807189,0.86375614,0.689523107,0.317568823,0.358831298,0.592552306,0.534468256,0.92678485,0.468567427,0.585611928,0.2752524,0.309859874,0.15582622,0.06392389,0.179227297,0.801877107,0.525598747,0.443612111,0.831691778,0.81957414,0.517152272,0.53452084,0.892952059,0.838925659,0.927192461,0.819096811,0.89443025,0.96985166,0.86805668,0.84958146,0.93792175,0.89338325,0.97783507,0.97083543,0.93358188,0.899287513,0.81753578,0.91803359,0.9113801,0.87104149,0.92825452,0.936391212,0.228622516,0.46987715,0.960423168,0.954323372,0.943195493,0.903064442,,0.710518892,,0.970519762,0.97364333,0.960811555,0.964586656,0.973514737,0.835702007,0.979401567,0.959692222,0.976614054,0.977117285,0.029914478,0.517682613,0.346306064,0.562971325,0.14385389,0.508414832,0.0306739,0.053027713,0.058589565,0.034102413,,0.806432038,,0.114917687,0.947964937,0.277180987,0.970832737,0.737762838,0.858400845,0.737360987,0.353601428,0.63006414,0.949133563,,0.88585426,0.960749846,0.962411444,0.970745603,
feature_3,0.865808069,0.92201287,0.89654937,0.956021386,0.735552896,0.9525625,0.889457035,0.928676048,0.68739547,0.947010103,0.84232439,0.855735293,0.944437731,0.786401273,0.889214431,0.914422623,0.834096757,0.90017269,0.949278918,0.752206109,0.788436812,0.95629449,0.957459466,0.25659841,0.884732901,0.807069724,0.965092074,0.79759722,0.915099683,0.94269792,0.27919091,0.97334164,0.863191893,0.897622616,0.948006926,0.908759346,0.975653279,0.988541363,0.928260662,0.890103807,0.923462242,0.940560017,0.93236942,0.97235208,0.94762892,0.950829457,0.97268798,0.864071964,0.866509996,0.85882712,0.787803569,0.879657563,0.902792655,0.94630149,0.731009407,0.844461304,0.848025595,0.943536327,0.90143936,0.941398107,0.61421686,0.777497336,0.775079001,0.92760531,0.741392038,0.89004437,0.835472374,0.922219068,0.848932651,0.92800749,0.654654235,0.82214053,0.918920698,0.946495077,0.508350324,0.967493942,0.903881888,0.855920399,0.666975527,0.939677748,0.2554597,0.899033347,0.913726018,0.886725922,0.48069545,0.87935615,0.949354366,0.726278747,0.59134983,0.914384499,0.95714399,0.958395737,0.84954262,0.790709252,0.816425783,0.8176884,0.875244966,0.88390069,0.85845002,0.92479575,0.633411818,0.64417964,0.44836021,0.839395424,0.855260799,0.8674068,0.85947429,0.837821067,0.76893729,0.871809653,0.85282819,0.83272916,0.67685428,0.91209831,0.824531721,0.822957391,0.740463611,0.716212719,0.89399366,0.660549524,0.79082346,0.918689643,0.93115073,0.90074994,0.82452345,0.736201084,0.928950011,0.13803695,0.810200532,0.83147063,0.810130922,0.92643517,0.887219325,0.965221652,0.611709646,0.89017643,0.655081752,0.94555653,0.914077121,0.90115464,0.705327564,0.93414101,0.84001132,0.95944128,0.95444094,0.914904967,0.807219667,0.843815308,0.904326383,0.897074575,0.912395816,0.837804695,0.866811167,0.898929358,0.697894266,0.93731479,0.86120928,0.15224069,0.12505813,0.08542851,0.07480463,0.09810478,0.22103606,0.03660962,0.04723863,0.246338749,0.79121547,0.05838363,0.046258,0.24463409,0.10417651,0.906751156,0.877173007,0.491070358,0.872500598,0.65523428,0.813432682,0.901827044,0.158669324,0.775090839,0.889274286,0.918465544,0.881486564,0.913499587,0.725154008,0.917532561,0.915900405,0.716255011,0.750422045,0.896687156,0.914502845,0.907901596,0.895105062,0.858818167,0.904240456,0.932397971,0.909772274,0.91550974,0.92512002,0.930077868,0.917075571,0.897624481,0.941268004,0.849223363,0.175011403,0.907245639,0.495986593,0.895026374,0.91679685,0.708097746,0.474406688,0.69395166,0.826594927,0.830782828,0.079524797,0.118059839,0.154046727,0.626989637,0.143361468,0.476274015
feature_4,0.862365076,0.0655766,0.0814494,0.985600007,0.858727746,0.053551341,,0.116895291,0.22999211,0.049718481,0.94091929,0.96084692,0.048872809,0.0426821,0.08673703,0.911249386,0.140090906,0.04978997,0.037652219,0.088877063,0.942614082,0.05330126,0.118686745,0.58233904,0.019612257,0.099899109,0.06203077,0.01355574,0.058370845,0.02427972,0.96335757,0.02380435,0.648466482,0.0906279,0.034533514,0.064810316,0.042985552,0.025928994,0.032370578,0.14290346,0.923635525,0.006139177,0.06566526,0.97752587,0.03694362,0.041206672,0.02053011,0.93540896,0.870418493,0.095380011,0.886963874,0.114690232,0.68151049,0.09225353,0.155221433,0.069159565,0.620406676,0.09868061,0.96447488,0.027408853,0.269603311,0.875258441,,0.050121077,0.069925557,0.1651725,0.866055993,0.022174111,0.201561247,0.03320332,0.81995844,0.15006957,0.090016265,0.977118558,0.220739004,0.102075201,0.038983111,0.132764492,0.972106649,0.072483976,0.2181751,0.072763296,0.109660764,0.052411958,0.20524603,0.955476184,0.092520621,0.174242313,0.40888873,0.054129044,0.17458694,0.029928432,0.04641453,0.905726723,0.920173226,0.90897324,0.164111893,0.91733756,0.11191154,0.16315084,0.903687002,0.89847657,0.44895945,0.105182623,0.014581068,0.96323869,0.07329484,0.790230199,0.850609868,0.882444774,0.900423858,0.07442722,0.7125694,0.03191425,0.916143461,0.898612171,0.089169174,0.932327212,0.10085758,0.081819082,0.91586033,0.928778796,0.0695057,0.09658374,0.25418973,0.535443935,0.061920561,0.069245,0.787460285,0.11520415,0.886173915,0.19519591,0.89950347,0.263635383,0.942412225,0.897281157,0.887494379,0.01023293,0.036120971,0.913139284,0.899131022,0.029668132,0.15677835,0.04900843,0.080096174,0.899720043,0.779297244,0.94169569,0.948821517,0.879217443,0.901524873,0.938022691,0.105190394,0.054211954,0.11290138,0.941753498,0.09006369,0.02109786,0.118846,0.05437513,0.03438262,0.16938039,,0.0232255,0.04185034,,0.10374458,0.07401638,0.02075901,0.04212759,0.04025948,0.074622537,0.09652461,0.105688007,0.660765355,0.044496074,0.034018369,0.087590778,0.039001567,0.291406869,0.073460801,0.033731649,0.324285377,0.042861816,0.209667658,0.030684946,0.050228761,0.07367459,0.132189771,0.054792593,0.029499504,0.03625922,0.038356342,0.233093071,0.076110925,0.090839801,0.057160176,0.041486768,0.05497979,0.029337744,0.050064213,0.059907253,0.638205668,0.955917721,0.92873552,0.938651458,0.94913138,0.796941129,0.783246035,0.842503225,0.120007179,0.827753418,0.870148179,0.889739702,0.04434276,0.06432032,0.154474891,0.07626289,0.159277164,0.088621644
feature_5,,0.05415225,0.08579509,0.997462814,0.887684164,0.028919888,0.059173152,0.056658601,0.3076646,0.011375909,0.95249441,0.975789046,0.023678587,0.008419063,0.089721537,0.94363978,0.099452515,0.03518962,0.038219451,0.064031674,0.966764998,0.01439381,0.019057459,0.601815814,0.012482904,0.112002292,0.050301824,0.01575918,0.05666493,0.02646103,0.98769488,0.01541151,0.039461718,0.034052614,0.028006761,,0.022059419,0.009364312,0.015114776,0.050364552,0.924197698,0.027785681,0.01198895,0.9215567,0.02707232,0.014791603,0.01303902,0.954808403,0.955166675,0.194376601,0.952164438,0.302028601,0.965378144,0.06695455,0.163483839,0.070675578,0.785711885,0.21266448,0.96721692,0.037144502,0.348698912,0.842074889,0.928490111,0.022465771,0.01776419,0.13152335,0.854455891,0.036556011,0.103141361,0.01992671,0.918974705,0.06195657,0.064388376,0.972684678,0.215829467,0.036064988,0.030485012,0.256485187,0.950054274,0.034763568,0.09999838,0.016168271,0.070256964,0.028380162,0.053297,0.993213006,0.009655149,0.114414304,0.15938931,0.045617593,0.09795836,0.007240377,0.05161065,0.943600557,0.95992435,0.923682975,0.142941788,0.94253123,0.1010996,0.23224152,0.943359125,0.87543838,0.91461501,0.131868472,0.020270554,0.95208319,0.04895106,0.977300137,0.923040466,0.946265891,0.965608577,0.11977554,0.96894958,0.02423552,0.922916697,0.929695978,0.036099877,0.97963825,0.37739194,0.359875986,0.92523944,0.960976144,0.41113672,0.2639848,0.18282394,0.928103796,0.034567485,0.04532859,0.926421812,0.01434459,0.7968215,0.15160211,0.89252657,0.02092383,0.950924043,0.934210219,0.932229904,0.04738778,0.009362237,,0.917148312,0.008140254,0.23556307,0.0281883,0.056428239,0.927537624,0.81469803,0.844742023,0.960849944,0.985008654,0.872232442,0.042731458,0.070044297,0.035252074,0.076038037,0.948800905,0.14760711,0.03690525,0.06232155,0.0336997,0.0136438,0.04540029,0.02833104,0.02848559,0.0208596,0.01966792,0.0829656,0.04135093,0.05069892,0.02243772,0.01014032,0.112660715,0.290755038,0.247446984,0.039129792,0.035131588,0.025243824,0.311094728,0.053939393,0.407415347,0.139473671,0.059655543,0.345831096,0.064272494,0.291247538,0.042030313,0.114440595,0.065329039,0.104401491,0.094829391,0.038295896,0.057635138,0.04276144,0.132560435,0.072111945,0.052964986,0.066816775,0.050342389,0.062553001,0.093462023,0.06178329,0.053069704,0.495628185,0.950397453,0.96077337,0.966334555,0.928229492,0.964811936,0.956877961,0.973098948,0.67550568,0.921498167,0.912418315,0.914931273,0.078799076,0.071865719,0.087538244,0.199900575,0.176991999,0.183851892
feature_6,0.983397001,0.06252419,0.10805568,0.998506562,0.95055801,0.046704008,0.309769218,0.041905677,0.2857966,0.096072952,0.92824978,0.970873644,0.355122652,0.152982638,0.154830122,0.938926311,0.506029942,0.03612115,0.05705183,0.591563635,0.956351829,0.03457113,0.040436122,0.7019401,0.056000059,0.103365804,,0.01638971,0.034686616,0.01310204,0.98715909,0.03154021,0.317932353,0.055998841,0.059553128,0.047390895,0.021642527,0.02443466,0.036105923,0.066953308,0.961061082,0.044618044,0.04399687,0.65406311,0.06107163,0.02812495,0.03930506,0.994125206,0.963245018,0.154660282,0.976938663,0.281427967,0.998653762,0.87511732,0.134637361,0.065242637,0.762885455,0.037114156,0.99263714,0.020470275,0.458133893,0.840298052,0.938950091,0.044714726,0.034100627,0.11368688,0.861372812,0.108181675,0.068887657,0.02538523,0.867866431,0.14374632,0.020082297,0.972865673,0.139452283,0.048316066,0.969024467,0.228838244,0.980411582,0.041291959,0.09594755,0.201210294,0.092671509,0.056116598,0.05911646,0.862967632,0.072931991,0.66830753,0.11770394,0.041881042,0.06716928,0.064249718,0.02552897,0.964744698,0.969241991,0.979680813,0.046034742,0.98109168,0.24690484,0.06988269,0.947535363,0.9381875,0.83751618,0.041380971,0.016901193,,0.6734936,0.988549523,0.953430235,0.959445261,0.967375655,0.44794704,0.98645912,0.03945928,0.960281597,0.975652298,0.209209338,0.989754,0.09614032,0.071903683,0.97844033,0.890839228,0.10374004,0.07473337,0.56195162,0.928336618,0.045558087,0.04497504,0.959755813,0.09236682,0.95470439,0.29722995,0.997794695,0.015720967,0.988919525,0.935044879,0.983664744,,0.038513762,0.961100545,0.923715631,0.032063174,0.11322591,0.1079534,0.05941494,0.888292944,0.85473819,0.870426201,0.99106345,0.947287336,0.929804111,0.802627216,0.094416961,0.053883622,0.047777032,0.933815308,0.11962581,0.0380057,0.07609883,0.05765434,0.05799937,0.04704264,0.059461,0.06521487,0.03126007,0.034731056,0.08709898,0.03000772,0.04104205,0.02199907,0.03833892,0.066427327,0.123474479,0,0.073009025,0.760398131,0.024856939,0.398734391,0.040781432,0.378138019,0.612923255,0.055860382,0.079522014,0.048302239,0.244729137,0.056924399,0.064980619,0.047909453,0.144140212,0.069655006,0.231730508,0.051769501,0.071551348,0.147472748,0.056384853,0.254910988,0.078323754,0.125060492,0.041173286,0.057093869,0.05221325,0.042536007,0.510856707,0.957246439,0.940470808,0.967425016,0.949432401,0.941715313,0.956886565,0.978941334,0.649515349,0.904264524,0.934001502,0.969510839,0.056227942,0.071918283,0.068740178,0.138465661,0.039358439,0.121910828
feature_7,0.85921955,0.32792332,0.10845017,0.914788949,0.86872521,0.236932825,0.081102726,0.420160222,0.24202751,0.234431085,0.91895277,0.852153992,0.103180744,0.074787279,0.106001305,0.867559864,0.120527428,0.20319986,0.080475588,0.137669318,0.877938849,0.2713775,0.142208292,0.434274299,0.044993666,0.117404704,0.371307481,0.15711349,0.250172007,0.11469942,0.89942272,0.12795288,0.262493755,0.156060501,0.114367032,0.097866565,0.137990026,0.094200047,0.063639671,0.195115655,0.870223969,0.138833467,0.22457392,0.94007125,0.10295823,0.138038964,0.17458683,0.926510047,0.778659211,0.153483814,0.768110197,0.15351431,0.954343322,0.18162733,0.111021581,0.078785695,0.577647305,0.069187323,0.87834575,0.102292887,0.190404422,0.858631794,0.845336823,0.119794455,0.15906658,0.21231606,0.883616864,0.069024115,0.204964966,0.08368853,0.670443689,0.20748624,0.163755293,0.922334779,0.803737164,0.246675481,0.079547955,,0.862232686,0.169730241,0.61353158,0.198502963,0.243309959,0.097458056,0.745502,0.897670374,0.194403154,0.40640869,0.41508703,0.110973904,0.4850087,0.077906181,0.08790591,0.89574763,0.85632236,0.873842452,0.185245167,0.86099558,0.10792146,0.19069334,0.872095879,0.82859935,0.813214,0.205717752,0.062432856,0.87476593,0.11001143,0.884689211,0.742680772,0.85637035,0.770342732,0.10063088,0.77035537,0.3263883,0.922811986,0.843629443,0.117246786,0.898798676,,0.08194918,0.83896431,0.77952406,0.09363153,0.14983109,0.17863821,0.835712278,0.093270003,0.64877408,0.802838062,0.2377522,0.724900234,0.0957549,0.779049535,0.200419945,0.88851975,0.855213308,0.893495266,0.08976469,0.138826489,,0.858738189,0.096005495,0.21924511,0.13684942,0.240034883,0.882460158,0.870038927,0.857978729,0.853257137,0.880572408,0.869857957,0.737439675,0.103105344,0.059929223,0.120451736,0.910241958,0.19570098,0.83969446,0.6581002,0.55595978,0.42480206,0.73959498,0.33162211,0.22282215,,0.339579545,0.87430114,0.37186626,0.57371559,0.68740299,0.56779667,0.113536971,0.074729742,0.013868174,0.137839462,0.064292459,0.041566597,0.338875789,0.039386291,0.208359132,0.050085251,0.048533276,0.150448497,0.077363696,0.08752729,0.040281374,0.059882515,0.075807806,0.061062406,0.102788444,0.12743852,0.20931164,0.045272979,0.29374067,0.069872663,0.244330115,0.064570637,0.145222491,0.292257607,0.090580472,0.17214602,0.194885806,0.168297627,0.883662872,0.876704263,0.886592573,0.917482332,0.926737105,0.918175744,0.774636426,0.838702422,0.923523804,0.828972952,0.752381851,0.396548702,0.683677344,0.487988829,0.736287292,0.1961156,0.640016915
